HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
299,,CD-47  313,6245,215343,2065,1,2,49.2,-,46,23,51,5.36,G8III,0.025
300,,CD-30  325,6269,166774,,1,3,17.6,-,29,31,33,6.29,G5IV,
301,26    Cet,BD+00  174,6288,109643,37,1,3,49,+,1,22,0,6.04,F1V,0.024
302,,BD+50  212,6300,21988,,1,4,46.8,+,51,0,36,6.54,B3V,
303,,BD+28  174,6301,74471,,1,4,27.6,+,29,39,31,6.19,F7IV-V,
304,,CP-66   80,6311,248308,,1,2,42.9,-,65,27,22,6.21,M2III,
305,,BD+39  249,6314,54398,,1,4,36.4,+,39,59,28,6.72,F0Vn,
306,,BD+86   17,6319,193,,1,16,13.5,+,87,8,43,6.25,gK2,0.011
307,73    Psc,BD+04  172,6386,109656,,1,4,52.6,+,5,39,23,6,gK5,
308,72    Psc,BD+14  163,6397,92230,1028,1,5,5.4,+,14,56,46,5.68,F4II-III,
309,,BD+61  206,6416,11571,,1,6,22.8,+,62,45,42,6.54,A5Vn,
310,74Psi1Psc,BD+20  156,6456,74482,,1,5,40.9,+,21,28,24,5.34,A1Vn,0.016
311,74Psi1Psc,BD+20  157,6457,74483,,1,5,41.7,+,21,27,55,5.56,A0Vn,0.016
312,,BD+79   29,6473,4331,,1,9,12.3,+,80,0,42,6.29,sgG6,
313,77    Psc,BD+04  175,6479,109666,,1,5,49.2,+,4,54,30,6.35,F3V,
314,77    Psc,BD+04  176,6480,109667,,1,5,51.4,+,4,54,34,7.25,F6V,
315,27    Cet,BD-10  229,6482,147601,,1,5,36.8,-,9,58,45,6.12,K0III,
316,,BD+56  196,6497,22015,2069,1,7,0.2,+,56,56,6,6.43,K2III,
317,28    Cet,BD-10  230,6530,147606,,1,6,5.1,-,9,50,22,5.58,A1V,
318,,BD+52  262,6540,22021,,1,7,9.5,+,53,29,54,6.38,K2III,
319,75    Psc,BD+12  135,6557,92250,2068,1,6,33.6,+,12,57,22,6.12,G8III,
320,,CD-24  484,6559,166799,1029,1,6,7.7,-,23,59,33,6.14,G8-K0III,
321,30Mu  Cas,BD+54  223,6582,22024,1030,1,8,16.4,+,54,55,13,5.17,G5Vb,0.136
322,Bet Phe,CD-47  324,6595,215365,,1,6,5,-,46,43,7,3.31,G8III,0.021
323,,CD-36  417,6619,192925,,1,6,26.5,-,35,39,39,6.61,A1V,
324,41    And,BD+43  234,6658,36950,2071,1,8,0.9,+,43,56,31,5.03,A3m,0.031
325,,CD-24  496,6668,166814,,1,7,13.1,-,23,59,47,6.37,A7V,
326,,BD+57  200,6676,22032,,1,8,33.3,+,58,15,49,5.79,B8V,
327,78    Psc,BD+31  185,6680,54445,2072,1,8,1.3,+,32,0,44,6.25,F5IV,
328,79Psi2Psc,BD+19  185,6695,74506,,1,7,57.2,+,20,44,21,5.55,A3V,
329,30    Cet,BD-10  238,6706,147622,,1,7,46.2,-,9,47,8,5.82,F7IV,
330,80    Psc,BD+04  190,6763,109697,2073,1,8,22.2,+,5,38,59,5.52,F0III-IV,0.036
331,Ups Phe,CD-42  391,6767,215374,1031,1,7,47.9,-,41,29,13,5.21,A3IV,0.014
332,Iot Tuc,CP-62   89,6793,248324,39,1,7,18.7,-,61,46,31,5.37,G5III,0.033
333,,BD+78   34,6798,4341,41,1,12,16.7,+,79,40,26,5.64,A3V,
334,31Eta Cet,BD-10  240,6805,147632,40,1,8,35.4,-,10,10,56,3.45,K1.5IIICN1Fe0.5,0.041
335,42Phi And,BD+46  275,6811,36972,,1,9,30.2,+,47,14,31,4.25,B7Ve,0.003
336,31    Cas,BD+68   77,6829,11612,2074,1,10,39.3,+,68,46,43,5.29,A0Vnn,0.017
337,43Bet And,BD+34  198,6860,54471,42,1,9,43.9,+,35,37,14,2.06,M0+IIIa,0.049
338,Zet Phe,CP-55  241,6882,232306,,1,8,23.1,-,55,14,45,3.92,B6V+B9V,0.013
339,81Psi3Psc,BD+18  153,6903,92283,,1,9,49.2,+,19,39,31,5.55,G0III,
340,44    And,BD+41  219,6920,36984,2075,1,10,18.8,+,42,4,53,5.65,F8V,
341,,BD+24  186,6953,74530,,1,10,19.4,+,25,27,28,5.8,K7III,
342,,BD+63  149,6960,11615,,1,11,25.6,+,64,12,10,5.55,B9.5V,
343,33The Cas,BD+54  236,6961,22070,,1,11,6.2,+,55,8,59,4.33,A7V,0.014
344,,BD+14  175,6966,92288,,1,10,11.5,+,15,40,27,6.06,M0III,
345,32    Cas,BD+64  127,6972,11617,2078,1,11,41.4,+,65,1,8,5.57,B9IV,
346,32    Cet,BD-09  227,6976,129154,,1,10,12,-,8,54,22,6.4,K0III,
347,33    Cet,BD+01  221,7014,109715,,1,10,33.6,+,2,26,44,5.95,K4III,
348,45    And,BD+36  201,7019,54494,,1,11,10.3,+,37,43,27,5.81,B7III-IV,0.003
349,82    Psc,BD+30  181,7034,54493,,1,11,6.8,+,31,25,29,5.16,F0V,
350,,CP-58   81,7082,232324,2077,1,10,7.4,-,57,41,40,6.41,G6II-III,
351,84Chi Psc,BD+20  172,7087,74544,1032,1,11,27.2,+,21,2,5,4.66,G8.5III-IIIa,0.015
352,83Tau Psc,BD+29  190,7106,74546,43,1,11,39.6,+,30,5,23,4.51,K0.5IIIb,0.023
353,34    Cet,BD-03  161,7147,129169,,1,11,43.5,-,2,15,4,5.94,K4III,
354,,BD+60  186,7157,11637,,1,13,9.9,+,61,42,21,6.41,B9V,
355,,BD+44  261,7158,37023,,1,12,34,+,45,20,16,6.11,M1III,
356,,BD+29  195,7229,74561,,1,12,59.5,+,30,3,51,6.19,G9III+G1V,
357,,BD+79   36,7238,4354,,1,16,30.7,+,79,54,36,6.26,F5V s,
358,,CD-31  484,7259,192977,,1,12,23.4,-,30,48,8,6.52,F7IV,
359,,CD-38  420,7312,192980,44,1,12,45.4,-,37,51,23,5.92,F0III,
360,85Phi Psc,BD+23  158,7318,74571,2082,1,13,44.9,+,24,35,1,4.65,K0III,0.007
361,86Zet Psc,BD+06  174,7344,109739,1033,1,13,43.9,+,7,34,31,5.24,A7IV,0.026
362,86Zet Psc,BD+06  175,7345,109740,,1,13,45.3,+,7,34,42,6.3,F7V,0.026
363,,BD+27  196,7351,74576,,1,14,5,+,28,31,47,6.43,S3+/2-,
364,87    Psc,BD+15  177,7374,92326,2083,1,14,7.6,+,16,8,1,5.98,B8III,
365,,BD+70   90,7389,4358,,1,16,12.1,+,71,44,38,7.83,K1V,
366,37    Cet,BD-08  216,7439,129193,,1,14,24,-,7,55,23,5.13,F5V,0.056
367,88    Psc,BD+06  181,7446,109753,,1,14,42.4,+,6,59,43,6.03,gG6,
368,38    Cet,BD-01  162,7476,129196,2084,1,14,49.2,-,0,58,26,5.7,F5V,0.028
369,,BD+47  357,7546,37067,2085,1,16,24.5,+,48,4,56,6.61,B9IIIpSi,
370,Nu  Phe,CD-46  346,7570,215428,,1,15,11.1,-,45,31,53,4.96,F8V,0.069
371,,BD+32  223,7578,54567,,1,16,18.8,+,33,6,53,6.02,K1III,
372,,BD+44  271,7647,37077,,1,17,5.1,+,44,54,7,6.34,K5,
373,39    Cet,BD-03  172,7672,129204,,1,16,36.3,-,2,30,1,5.41,G5IIIe+dA,0.015
374,,BD+30  196,7724,54580,,1,17,24.1,+,31,44,41,6.73,K0,
375,,BD+76   40,7732,4376,,1,20,19.5,+,77,34,14,6.31,G5III,
376,,BD+46  319,7758,37096,,1,18,10.2,+,47,25,11,6.25,K0,
377,Kap Tuc,CP-69   45,7788,248346,,1,15,46.1,-,68,52,34,4.86,F6IV,0.061
378,89    Psc,BD+02  185,7804,109793,1034,1,17,48,+,3,36,52,5.16,A3V,0.013
379,,BD+36  220,7853,54592,,1,18,47,+,37,23,10,6.46,A5m,0.008
380,,CP-67   81,7916,248350,,1,17,3.6,-,66,23,53,6.24,A0V,0.01
381,,BD+75   59,7925,4387,2087,1,21,59.1,+,76,14,20,6.38,F0IVn,
382,34Phi Cas,BD+57  260,7927,22191,,1,20,4.9,+,58,13,54,4.98,F0Ia,-0.003
383,90Ups Psc,BD+26  220,7964,74637,45,1,19,28,+,27,15,51,4.76,A3V,0.019
384,35    Cas,BD+63  176,8003,11712,,1,21,5.2,+,64,39,30,6.34,A2Vnn,
385,42    Cet,BD-01  171,8036,129235,,1,19,48.3,-,0,30,32,5.87,G8III+A7V,0.009
386,,BD+77   49,8065,4391,,1,23,46.8,+,78,43,33,6.07,A0Iab,
387,,BD-04  185,8120,129239,,1,20,34.5,-,3,14,49,6.23,K1III,
388,,BD-11  248,8121,147746,2088,1,20,27.8,-,11,14,20,6.15,K1III,
389,91    Psc,BD+27  215,8126,74647,2089,1,21,7.4,+,28,44,17,5.23,gK5,
390,46Xi  And,BD+44  287,8207,37155,1035,1,22,20.4,+,45,31,44,4.88,K0-IIIb,0.026
391,,BD+57  274,8272,22230,,1,23,21.6,+,58,8,35,6.45,F4V,0.005
392,,BD+00  223,8334,109834,2091,1,22,37,+,1,43,35,6.2,K5IIIab,
393,43    Cet,BD-01  179,8335,129262,,1,22,34.8,-,0,26,59,6.49,gK0,
394,,BD-19  229,8350,147767,,1,22,30.5,-,19,4,53,6.35,F6IV,0.008
395,47    And,BD+36  237,8374,54655,2093,1,23,40.6,+,37,42,54,5.58,A2Vm,
396,,BD+33  220,8375,54654,,1,23,37.5,+,34,14,45,6.29,G8IV,
397,,BD+19  226,8388,74682,,1,23,24.9,+,20,28,8,5.97,K5,
398,,BD+70  102,8424,4401,,1,25,46.5,+,70,58,48,6.49,A0Vnn,
399,36Psi Cas,BD+67  123,8491,11751,46,1,25,56,+,68,7,48,4.74,K0III,0.013
400,,CD-31  562,8498,193090,1036,1,23,31,-,30,56,44,5.84,K5III,
401,44    Cet,BD-08  243,8511,129275,,1,24,2.5,-,8,0,27,6.21,F0V,
402,45The Cet,BD-08  244,8512,129274,47,1,24,1.4,-,8,11,0,3.6,K0III-IIIb,0.041
403,37Del Cas,BD+59  248,8538,22268,48,1,25,49,+,60,14,7,2.68,A5III-IV,0.037
404,,BD-07  223,8556,129277,,1,24,20.6,-,6,54,53,5.91,F3V,0.023
405,,BD-16  237,8589,147793,,1,24,39.8,-,15,39,37,6.14,G5,
406,,BD-03  195,8599,129280,1037,1,24,48.7,-,2,50,55,6.15,G8III,
407,,BD+22  226,8634,74707,2096,1,25,35.7,+,23,30,42,6.18,F5III,
408,,CD-42  493,8651,215492,2095,1,24,40.8,-,41,29,33,5.42,K0III,-0.012
409,,BD+42  302,8671,37204,,1,26,18.6,+,43,27,28,5.96,F7V,
410,,BD+33  228,8673,54695,,1,26,8.7,+,34,34,47,6.31,F7V,
411,,CD-45  463,8681,215494,,1,24,41.9,-,44,31,42,6.26,K1II,
412,46    Cet,BD-15  266,8705,147803,,1,25,37.2,-,14,35,56,4.9,K2.5IIIb,0.007
413,93Rho Psc,BD+18  187,8723,92436,,1,26,15.3,+,19,10,20,5.38,F2V:,0.038
414,94    Psc,BD+18  189,8763,92444,1039,1,26,41.7,+,19,14,25,5.5,K1III,0.013
415,,BD+33  234,8774,54705,,1,27,6.2,+,34,22,39,6.27,F7IVb vs,
416,,BD-01  189,8779,129300,,1,26,27.3,-,0,23,55,6.41,K0IV,0.023
417,48Ome And,BD+44  307,8799,37228,1040,1,27,39.4,+,45,24,24,4.83,F5IV,0.03
418,,BD+40  289,8801,37227,,1,27,26.6,+,41,6,2,6.46,A7m,
419,,BD+02  211,8803,109895,,1,26,53.5,+,3,32,7,6.58,B9V+A8V,-0.016
420,,CP-65  130,8810,248381,1038,1,25,5.3,-,64,22,10,5.93,K5III,
421,47    Cet,BD-13  262,8829,147812,1041,1,26,51.6,-,13,3,24,5.66,F0IIIDel Del,
422,,BD+39  334,8837,37234,,1,27,47,+,40,20,8,6.6,A0III,
423,,CD-33  525,8879,193122,,1,26,58.1,-,32,32,35,5.79,C6II,
424,1Alp UMi,BD+88    8,8890,308,907,2,31,48.7,+,89,15,51,2.02,F7:Ib-II,0.007
425,,BD-11  272,8921,147819,,1,27,46.6,-,10,54,6,6.13,K4III-IV,
426,,BD+07  213,8949,109907,,1,28,22.9,+,7,57,41,6.2,K1III,
427,38    Cas,BD+69  102,9021,4422,1042,1,31,13.8,+,70,15,53,5.81,F6V,0.039
428,,BD+65  175,9030,11788,,1,30,52.3,+,66,5,53,6.14,A2V s,-0.001
429,Gam Phe,CD-43  449,9053,215516,49,1,28,21.9,-,43,19,6,3.41,M0-IIIa,0
430,49    And,BD+46  370,9057,37275,,1,30,6.2,+,47,0,26,5.27,K0III,0.015
431,,CD-34  576,9065,193136,,1,28,43.3,-,33,45,49,6.58,F0IV,
432,97    Psc,BD+17  210,9100,92463,,1,29,52.9,+,18,21,20,6.02,A4IV,
433,48    Cet,BD-22  254,9132,167086,1043,1,29,36.1,-,21,37,46,5.12,A1V,0.028
434,98Mu  Psc,BD+05  194,9138,109926,2099,1,30,11.1,+,6,8,38,4.84,K4III,0.018
435,,CD-47  440,9184,215525,,1,29,30.4,-,46,45,23,6.31,M2III,
436,,CD-26  502,9228,167093,,1,30,22.9,-,26,12,28,5.93,K4III,
437,99Eta Psc,BD+14  231,9270,92484,50,1,31,29,+,15,20,45,3.62,G7IIIa,0.015
438,,BD+34  265,9298,54762,2100,1,32,7.6,+,34,48,0,6.39,B7IIIpHgMn,
439,,BD+57  320,9352,22389,,1,33,25.8,+,58,19,39,5.7,K0Ib+B9V,
440,Del Phe,CD-49  425,9362,215536,1044,1,31,15.1,-,49,4,22,3.95,K0III,0.031
441,,CD-30  506,9377,193163,,1,31,43.3,-,30,17,0,5.82,K0III,
442,39Chi Cas,BD+58  260,9408,22397,,1,33,55.9,+,59,13,55,4.71,G9IIIb,0.021
443,,CD-46  420,9414,215539,,1,31,39.1,-,45,34,32,6.17,A2V,
444,,BD-09  298,9484,129363,,1,33,3.5,-,9,0,53,6.59,A0III,
445,,CD-37  589,9525,193173,2101,1,32,56,-,36,51,55,5.51,K0III,0.007
446,,BD+36  277,9531,54788,,1,34,16.6,+,37,14,14,5.88,B9IV,0.018
447,,CD-50  411,9544,215547,,1,32,36.3,-,49,43,40,6.28,F4V,
448,,BD-07  256,9562,129371,,1,33,42.9,-,7,1,31,5.76,G2IV,
449,,BD+73   81,9612,4448,,1,37,22.5,+,74,18,3,6.58,B9Ve,
450,,BD+17  224,9640,92520,,1,34,49.1,+,18,27,38,5.89,M2IIIab,
451,49    Cet,BD-16  265,9672,147886,,1,34,37.8,-,15,40,34,5.63,A3V,
452,,BD+40  328,9712,37344,,1,35,52.5,+,41,4,35,6.38,K1III,
453,,CD-32  613,9742,193188,,1,34,50.7,-,31,53,32,6.12,K0-1III,
454,,BD+47  460,9746,37351,,1,36,27.2,+,48,43,22,5.92,gK1,
455,101    Psc,BD+13  240,9766,92530,,1,35,46.4,+,14,39,41,6.22,B9.5III,
456,40    Cas,BD+72   86,9774,4453,51,1,38,30.9,+,73,2,24,5.28,G8III,0.017
457,,BD+16  176,9780,92531,,1,35,54.8,+,17,26,1,5.8,F0IV,
458,50Ups And,BD+40  332,9826,37362,1045,1,36,47.8,+,41,24,20,4.09,F8V,0.062
459,50    Cet,BD-16  270,9856,147901,2104,1,35,59,-,15,24,1,5.42,K2IIIaBa0.2CN1,
460,,CP-58  123,9896,232470,,1,35,15.2,-,58,8,22,6.01,F2V,0.011
461,,BD+57  349,9900,22456,2108,1,38,7.6,+,57,58,39,5.56,G5II,
462,Tau Scl,CD-30  540,9906,193201,,1,36,8.4,-,29,54,27,5.69,F2V,0.025
463,102Pi  Psc,BD+11  205,9919,92536,1046,1,37,5.9,+,12,8,30,5.57,F0V,
464,51    And,BD+47  467,9927,37375,52,1,37,59.6,+,48,37,42,3.57,K3-III,0.021
465,,BD+44  341,9996,37393,,1,38,31.7,+,45,24,0,6.36,B9pCrEu,
466,,BD-10  343,10009,129412,2109,1,37,37.7,-,9,24,14,6.24,F7V,0.024
467,,CP-79   40,10042,255794,53,1,33,39.2,-,78,30,17,6.11,K0III,
468,,CP-58  126,10052,232477,,1,36,44.8,-,58,16,15,6.18,M3III,
469,52Chi And,BD+43  343,10072,37406,2112,1,39,21,+,44,23,10,4.98,G8III,0.009
470,,BD+53  363,10110,22493,,1,40,13.1,+,53,52,6,6.39,K5III,
471,,CD-37  620,10142,193224,,1,38,27.4,-,36,31,42,5.94,K0IV,
472,Alp Eri,CP-57  334,10144,232481,54,1,37,42.9,-,57,14,12,0.46,B3Vpe,0.026
473,,BD-22  272,10148,167198,2113,1,38,51.8,-,21,16,31,5.58,A4n,
474,,CD-25  670,10161,167199,,1,38,50,-,25,1,19,6.7,B9Vn,
475,105    Psc,BD+15  245,10164,92558,,1,39,40.8,+,16,24,21,5.97,K2III,
476,,BD+42  345,10204,37419,,1,40,39.8,+,43,17,52,5.61,sgA9,
477,53Tau And,BD+39  378,10205,37418,,1,40,34.8,+,40,34,37,4.94,B8III,
478,43    Cas,BD+67  149,10221,11919,55,1,42,20.5,+,68,2,35,5.59,A0pSiSr,
479,,CP-54  358,10241,232483,,1,38,48.2,-,53,26,20,6.84,F5IV-V,
480,42    Cas,BD+69  114,10250,4470,,1,42,55.9,+,70,37,21,5.18,B9V,0.004
481,,BD+60  308,10260,11920,,1,42,3,+,61,2,18,6.71,B8IIIpSi,
482,,BD+57  370,10293,22520,,1,42,17.8,+,58,37,40,6.37,B8III,
483,,BD+41  328,10307,37434,,1,41,47.2,+,42,36,49,4.95,G1.5V,0.081
484,,BD+25  276,10308,74870,2115,1,41,18.4,+,25,44,45,6.17,F2III,0.023
485,,BD+29  286,10348,74872,,1,41,39.2,+,30,2,50,5.99,K0III,
486,,CP-56  329,10360,232492,,1,39,47.4,-,56,11,53,5.87,K0V,0.152
487,,CP-56  329,10361,232490,,1,39,47.8,-,56,11,41,5.76,K5V,0.152
488,,BD+60  312,10362,11931,,1,42,58.4,+,61,25,18,6.34,B7II,
489,106Nu  Psc,BD+04  293,10380,110065,56,1,41,25.9,+,5,29,15,4.44,K3IIIbBa0.1,0.041
490,,BD+34  297,10390,54912,1047,1,42,3.5,+,35,14,44,5.64,B9IV-V,
491,44    Cas,BD+59  307,10425,11941,,1,43,19.7,+,60,33,4,5.78,B8IIIn,
492,,BD-12  315,10453,147962,,1,41,44.7,-,11,19,29,5.75,F5V+F7V,0.035
493,107    Psc,BD+19  279,10476,74883,,1,42,29.8,+,20,16,7,5.24,K1V,0.119
494,,CD-38  584,10481,193255,,1,41,27.3,-,38,7,59,6.17,F2V,
495,,BD+44  354,10486,37460,,1,43,16.5,+,45,19,20,6.34,K2IV,
496,Phi Per,BD+49  444,10516,22554,57,1,43,39.6,+,50,41,19,4.07,B2Vep,0.025
497,Pi  Scl,CD-32  666,10537,193263,1048,1,42,8.6,-,32,19,37,5.25,K0III,-0.005
498,,CD-37  650,10538,193261,58,1,42,3,-,36,49,57,5.72,A1V,
499,,BD+56  330,10543,22566,,1,44,17.9,+,57,32,11,6.21,A3V,-0.003
500,,BD-04  260,10550,129465,1049,1,42,43.5,-,3,41,25,4.99,K3II-III,0.009
501,,CD-50  461,10553,232497,,1,41,41.1,-,50,2,20,6.64,A3V,
502,,BD+56  334,10587,22578,,1,44,46.1,+,57,5,21,6.25,A2V,
503,,BD+31  301,10588,54939,,1,43,50,+,32,11,30,6.34,G8III-IV,
504,,BD+45  432,10597,37475,,1,44,26.5,+,46,8,23,6.35,K5III,
505,,CP-61  130,10615,248421,2116,1,41,48,-,60,47,22,5.71,K2-3III,
506,,CP-54  365,10647,232501,,1,42,29.3,-,53,44,26,5.52,F9V,
507,,BD-05  309,10658,129477,,1,43,54.8,-,4,45,56,6.19,K0,
508,109    Psc,BD+19  282,10697,92611,,1,44,55.8,+,20,4,59,6.27,G3Va,0.027
509,52Tau Cet,BD-16  295,10700,147986,59,1,44,4.1,-,15,56,15,3.5,G8V,0.275
510,110Omi Psc,BD+08  273,10761,110110,60,1,45,23.6,+,9,9,28,4.26,G8III,0.023
511,,BD+63  238,10780,11983,,1,47,44.8,+,63,51,8,5.63,K0V,0.107
512,,CP-83   27,10800,258271,,1,37,55.6,-,82,58,30,5.87,G2V,
513,,BD-06  336,10824,129490,2117,1,45,59.3,-,5,44,0,5.34,K4III,
514,Eps Scl,CD-25  704,10830,167275,61,1,45,38.8,-,25,3,9,5.31,F1V,0.037
515,,BD+16  196,10845,92622,,1,46,35.3,+,17,24,47,6.55,A9III,
516,Tau1Hyi,CP-79   44,10859,255806,,1,41,21.3,-,79,8,54,6.33,G6-8III,
517,,CD-27  595,10863,167279,,1,46,1,-,27,20,57,6.39,F2Vn,
518,,BD+45  447,10874,37513,2119,1,47,48,+,46,13,47,6.32,F6V,
519,,CD-51  419,10934,232519,,1,46,5.8,-,50,48,59,5.49,M3III,-0.023
520,,CP-54  377,10939,232520,2118,1,46,6.3,-,53,31,19,5.04,A1V,0.023
521,,BD+37  372,10975,54991,,1,48,38.9,+,37,57,10,5.94,K0III,
522,4    Ari,BD+16  203,10982,92637,1050,1,48,10.9,+,16,57,20,5.84,B9.5V,
523,,BD+31  316,11007,54994,2120,1,48,41.6,+,32,41,25,5.79,F8V,0.038
524,,CD-42  633,11022,215650,,1,47,16.8,-,41,45,36,6.18,K5-M0III,
525,,CP-85   17,11025,258273,916,1,37,28,-,84,46,11,5.69,G8III,
526,,BD+47  508,11031,37536,,1,49,15.7,+,47,53,49,5.82,A3V,0.008
527,,BD+02  270,11037,110138,2121,1,48,26,+,3,41,8,5.91,G9III,
528,,CD-37  687,11050,193303,,1,47,47.8,-,37,9,35,6.32,K0III,
529,,BD+51  416,11151,22678,,1,50,57.1,+,51,56,0,5.9,F5IV,
530,1    Ari,BD+21  243,11154,74966,,1,50,8.5,+,22,16,31,5.86,K1III+A6V,0.017
531,53Chi Cet,BD-11  352,11171,148036,1051,1,49,35.1,-,10,41,11,4.67,F3III,0.046
532,,CD-31  753,11183,193320,,1,49,19.5,-,31,4,22,6.34,K2-3III,
533,1    Per,BD+54  396,11241,22690,2122,1,51,59.3,+,55,8,51,5.52,B1.5V,
534,,BD+10  252,11257,92659,,1,50,52,+,11,2,36,5.94,F2V w,
535,,CD-39  553,11262,193326,,1,49,48.8,-,38,24,14,6.37,F8V,0.022
536,2    Per,BD+50  379,11291,22696,1052,1,52,9.4,+,50,47,34,5.79,B9IIIpHgMn,
537,,CD-48  487,11332,215673,,1,50,20.2,-,47,48,59,6.14,K1IV,
538,,BD+50  381,11335,22705,,1,52,50.8,+,51,28,29,6.26,A3V,
539,55Zet Cet,BD-11  359,11353,148059,62,1,51,27.6,-,10,20,6,3.73,K0IIIBa0.1,0.031
540,,BD+54  408,11408,22716,,1,53,48.5,+,55,35,53,6.45,A5m,
541,,CD-50  514,11413,232542,2123,1,50,54.5,-,50,12,22,5.94,A1Vp,
542,45Eps Cas,BD+62  320,11415,12031,63,1,54,23.7,+,63,40,12,3.38,B3III,0.01
543,55    And,BD+40  394,11428,37587,2124,1,53,17.3,+,40,43,47,5.4,gK1,0.006
544,2Alp Tri,BD+28  312,11443,74996,64,1,53,4.9,+,29,34,44,3.41,F6IV,0.057
545,5Gam1Ari,BD+18  243,11503,92680,,1,53,31.8,+,19,17,45,4.83,B9V,0.026
546,5Gam2Ari,BD+18  243,11502,92681,,1,53,31.8,+,19,17,37,4.75,A1pSi,0.026
547,,BD-17  336,11522,148078,2125,1,52,52.1,-,16,55,45,5.8,F0IIIn,
548,46Ome Cas,BD+67  169,11529,12038,2129,1,56,0,+,68,41,7,4.99,B8III,
549,111Xi  Psc,BD+02  290,11559,110206,65,1,53,33.3,+,3,11,15,4.62,K0III,0.005
550,Tau2Hyi,CP-80   35,11604,258280,,1,47,46.5,-,80,10,36,6.06,F0IV,
551,,BD+39  434,11613,37607,,1,54,53.8,+,40,42,7,6.24,K2,
552,,BD+36  346,11624,55082,,1,54,57.5,+,37,7,42,6.26,K0,
553,6Bet Ari,BD+20  306,11636,75012,66,1,54,38.4,+,20,48,29,2.64,A5V,0.074
554,,CD-39  573,11643,193368,2127,1,53,23.2,-,38,35,41,6.1,K1II,
555,Psi Phe,CD-46  552,11695,215696,67,1,53,38.8,-,46,18,9,4.41,M4III,0.011
556,,BD+36  354,11727,55102,,1,55,54.4,+,37,16,40,5.89,gM0,
557,56    And,BD+36  355,11749,55107,,1,56,9.3,+,37,15,6,5.67,K0III,
558,Phi Phe,CD-43  583,11753,215697,1053,1,54,22,-,42,29,49,5.11,A3V,
559,7    Ari,BD+22  284,11763,75030,2130,1,55,51,+,23,34,38,5.74,K1III,
560,,BD+01  347,11803,110235,,1,55,53.8,+,1,50,59,6.01,F7V+G0V,0.025
561,,BD+60  398,11857,12065,,1,58,33.3,+,61,41,53,6.02,B5III,
562,,BD+40  407,11905,37653,,1,57,56.4,+,41,41,40,6.78,B8III,
563,8Iot Ari,BD+17  289,11909,92721,2132,1,57,21.1,+,17,49,3,5.1,K1p,
564,,BD+27  310,11928,75048,,1,57,43.8,+,27,48,16,5.82,M2III,
565,56    Cet,CD-23  721,11930,167416,2131,1,56,40.2,-,22,31,37,4.85,K4III,-0.012
566,Chi Eri,CP-52  241,11937,232573,68,1,55,57.5,-,51,36,32,3.7,G8IIIbCNIV,0.058
567,,BD+63  265,11946,12076,,1,59,38,+,64,37,17,5.26,A0Vn,
568,3    Per,BD+48  576,11949,37665,,1,58,33.6,+,49,12,15,5.69,K0IV,
569,9Lam Ari,BD+22  288,11973,75051,,1,57,55.7,+,23,35,46,4.79,F0V,0.028
570,Eta2Hyi,CP-68  101,11977,248460,69,1,54,56.1,-,67,38,50,4.69,G8.5III,
571,,CP-61  157,11995,248464,,1,55,46.4,-,60,51,41,6.06,F0IV-V,
572,,BD+77   73,12005,4555,,2,2,57.2,+,77,54,59,6.04,K0,
573,,CP-52  242,12042,232581,,1,57,0.1,-,51,45,58,6.1,F6-7V,0.056
574,,CD-47  597,12055,215715,,1,57,10,-,47,23,6,4.83,G8III,0.021
575,48    Cas,BD+70  153,12111,4554,,2,1,57.4,+,70,54,25,4.54,A3IV,0.035
576,,CD-33  682,12135,193422,2135,1,58,26.7,-,33,4,0,6.35,K0III,
577,,BD+20  322,12139,75077,,1,59,35.7,+,21,3,30,5.87,K0III-IV,
578,,BD+11  261,12140,92739,2136,1,59,25.9,+,12,17,41,6.09,A6V,
579,,BD+73  108,12173,4559,,2,3,10.5,+,73,51,2,6.23,A5III,0.004
580,50    Cas,BD+71  117,12216,4560,70,2,3,26.1,+,72,25,17,3.98,A2V,
581,47    Cas,BD+76   63,12230,4562,2139,2,5,7.4,+,77,16,53,5.38,F0Vn,0.028
582,112    Psc,BD+02  311,12235,110266,,2,0,9.2,+,3,5,50,5.88,G2IV,0.034
583,57    Cet,BD-21  356,12255,167466,,1,59,46.1,-,20,49,28,5.41,M1III,
584,,CP-66  123,12270,248472,,1,57,53.6,-,65,25,29,6.37,G8II-III,
585,59Ups Cet,BD-21  358,12274,167471,71,2,0,0.3,-,21,4,40,4,M0III,0.007
586,52    Cas,BD+64  282,12279,12095,,2,2,52.7,+,64,54,5,6,A1Vn,
587,,BD-09  380,12292,129624,,2,0,26.9,-,8,31,25,5.51,M3III,
588,,CD-42  684,12296,215726,,1,59,38.8,-,42,1,50,5.57,K1III,0.018
589,53    Cas,BD+63  274,12301,12097,,2,3,0.3,+,64,23,24,5.58,B8Ib,
590,4    Per,BD+53  439,12303,22859,1054,2,2,18.1,+,54,29,15,5.04,B8III,
591,Alp Hyi,CP-62  162,12311,248474,72,1,58,46.2,-,61,34,11,2.86,F0V,0.048
592,49    Cas,BD+75   86,12339,4565,,2,5,31.2,+,76,6,54,5.22,G8III,0.022
